t,value
1,2.1354998182531393
2,2.1292045011838123
3,2.1233632665785374
4,2.1179272264797433
5,2.1128541602009943
6,2.10810746903507
7,2.1036553136608793
8,2.099469898885853
9,2.095526877874998
10,2.091804853747581
